run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0074,General Project Signal - New York - Apartment REITs Equity Residential and AvalonBay Communities Inc Announced Merger for $52B...,100,2026-05-25 23:02:12,General Project Signal - New York - Apartment REITs Equity Residential and AvalonBay Communities Inc Announced Merger for $52B...,General Project Signal,Apartment,Apartment,New York,Manhattan,New York,AvalonBay,AvalonBay,equity residential,Unknown,Unknown,equity residential,equity residential,New York,"11,000 units",$52B; $52 billion; $69 billion,,,,,,,,,,85,High Deal Intelligence,Underwriting benchmark,Apartment REITs Equity Residential and AvalonBay Communities Inc Announced Merger for $52B Apartment REIT,Yield PRO,https://yieldpro.com/2026/05/52b-apartment-reit/,100,DFP-F34F2965AB,90,General Project Signal - General Project Signal - New York - Apartment REITs Equity Residential and AvalonBay Communities Inc Announced Merger for $52B...,General Project Signal - AvalonBay - New York,DCL-20260525-001,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0069,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,2026-05-25 23:02:12,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting,Affordable Housing,Workforce Housing,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,7 apartments,$2; $9; $2,,,,,,,,,permit,83,High Deal Intelligence,Entitlement / zoning watch,Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,100,DFP-1E6DD9B4C9,75,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260525-002,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0112,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,Acquisition,Multifamily,Multifamily,California,Sacramento,California,Unknown,Unknown,Unknown,cbre,CBRE,Unknown,Unknown,California,,$34.5; $34.5,$34.5,$34.5,,,,,,,,81,High Deal Intelligence,Pricing benchmark,Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four Years,Yield PRO,https://yieldpro.com/2026/05/16-powerhouse/,100,DFP-EDF1789817,75,Acquisition - Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,Acquisition - Unknown - California,DCL-20260525-003,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0049,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$144M; $144M; $144,$144M,,,,,,,,,81,High Deal Intelligence,Capital market signal,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,100,DFP-B52F91F0C5,75,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Unknown - JLL - California,DCL-20260525-004,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0034,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,2026-05-25 23:02:12,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Wood Partners,Wood Partners,Unknown,northmarq,northmarq,Unknown,Unknown,Sun Belt,,$107M; $107M; $107 million,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,100,DFP-93359E6D9F,90,Disposition / Exit - Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit - Wood Partners - Sun Belt,DCL-20260525-005,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0049,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,northmarq,northmarq,Unknown,Unknown,California,,$10.95; $10.95,,,,,,,,,,77,Useful Deal Signal,Entitlement / zoning watch,Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-multifamily-sale-serves-as-benchmark-for-fresno-market/,100,DFP-534C0327BF,75,Disposition / Exit - Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit - Unknown - California,DCL-20260525-006,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0079,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,100,2026-05-25 23:02:12,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Acquisition,Apartment,Apartment,National,National,Unknown,Brookfield,Brookfield,brookfield,Unknown,Unknown,brookfield,Brookfield,National,,$125M; $125M; $125.3 million,$125.3 million,$125M,,,,,,,,75,Useful Deal Signal,Pricing benchmark,Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Commercial Observer,https://commercialobserver.com/2026/05/arbor-realty-trust-chicago-apartments-ohare-airport/,100,DFP-EB3F31FEB1,80,Acquisition - Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Acquisition - Brookfield - National,DCL-20260525-007,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0077,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,2026-05-25 23:02:12,"Acquisition - Sun Belt - Dutch Investor Pays $110M for New Rental in Aventura, Fla.",Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,266 apartments,$110M; $110M; $85M,$85M,$85M,,,,,,,,75,Useful Deal Signal,Pricing benchmark,"Dutch Investor Pays $110M for New Rental in Aventura, Fla.",Commercial Observer,https://commercialobserver.com/2026/05/breevest-avida-aventura-fifield-multifamily-housing/,100,DFP-3D1E1F2C25,75,"Acquisition - Acquisition - Sun Belt - Dutch Investor Pays $110M for New Rental in Aventura, Fla.",Acquisition - Unknown - Sun Belt,DCL-20260525-008,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0077,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,2026-05-25 23:02:12,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$45.5M; $45.5M; $45.5 million,,$45.5M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,100,DFP-30194271EF,75,Acquisition - Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Unknown - Sun Belt,DCL-20260525-009,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0049,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition,BTR / Single-Family Rental,Apartment,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$83.6 million; $83.6 million,$83.6 million,$83.6 million,,,,,,,,73,Useful Deal Signal,Pricing benchmark,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,99,DFP-F25DBA9925,65,Acquisition - Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition - Unknown - California,DCL-20260525-010,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0094,Acquisition - New York - AV Management Acquires Multifamily Property 73-75 Sullivan Street in SoHo Manhattan for $4...,80,2026-05-25 23:02:12,Acquisition - New York - Investment Firm Acquires SoHo Mixed-Use for $43M,Acquisition,Mixed-Use Residential,Mixed-Use Residential,New York,New York,New York,Unknown,Unknown,Unknown,cushman,cushman,Unknown,Unknown,New York,,$43M; $43M; $43,$43m,$43M,,,,,,completed,,73,Useful Deal Signal,Pricing benchmark,Investment Firm Acquires SoHo Mixed-Use for $43M,Connect CRE,https://www.connectcre.com/stories/investment-firm-acquires-soho-mixed-use-for-43m/,100,DFP-891A410276,75,Acquisition - Acquisition - New York - Investment Firm Acquires SoHo Mixed-Use for $43M,Acquisition - Unknown - New York,DCL-20260525-011,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0049,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting,Affordable Housing,Affordable Housing,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,301 apartments,,,,,,,,,,permitting,73,Useful Deal Signal,Entitlement / zoning watch,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,100,DFP-70688DBB3C,65,Entitlement / Permitting - Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting - Unknown - California,DCL-20260525-012,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0049,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,General Project Signal,Affordable Housing,Affordable Housing,California,California,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,California,52 apartments,$40,,,,,,,,,,72,Useful Deal Signal,Entitlement / zoning watch,Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-101-pacific-coast-hwy-long-beach,96,DFP-C10C479E42,75,General Project Signal - General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,General Project Signal - Unknown - California,DCL-20260525-013,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0092,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,100,2026-05-25 23:02:12,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,JV / Partnership,Unknown Residential,General Residential,New York,New York,New York,Blackstone,Blackstone,blackstone,Unknown,Unknown,blackstone,Blackstone,New York,,$5 billion; $5 billion,,,,,,,,,,71,Useful Deal Signal,GP partnership reference,Blackstone Announces Joint Venture with Google to Create New TPU Cloud,Blackstone Real Estate,https://www.blackstone.com/news/press/blackstone-announces-joint-venture-with-google-to-create-new-tpu-cloud/,60,DFP-588F766601,80,JV / Partnership - JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,JV / Partnership - Blackstone - New York,DCL-20260525-014,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0033,BTR / Build-to-Rent - Arizona - Work Begins on Avala a 94-Unit Scottsdale Luxury Multifamily Build-to-Rent Community,80,2026-05-25 23:02:12,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Acquisition,Apartment,Apartment,Arizona,Arizona,Arizona,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Arizona,289 apartments,$45.5M; $45.5M; $45.5m,$45.5m,$45.5M,,,,,,,,70,Useful Deal Signal,Pricing benchmark,Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,REBusiness Online,https://rebusinessonline.com/bascom-arizona-ventures-buys-multifamily-community-in-tucson-for-45-5m/,85,DFP-46C2EDAB0C,75,Acquisition - Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Acquisition - Unknown - Arizona,DCL-20260525-015,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0036,"Acquisition - Sun Belt - Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Ren...",80,2026-05-25 23:02:12,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,,$65.8M; $65.8M; $65.8 million,$65.8m,,,,,,,,,69,Useful Deal Signal,Capital market signal,Eaton Vance Picks Charlotte Rental Community for $65.8M,Connect CRE Charlotte,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,100,DFP-BB228858D1,75,Disposition / Exit - Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit - Unknown - Sun Belt,DCL-20260525-016,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0107,Construction Financing - Other / Unknown - Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,100,2026-05-25 23:02:12,Construction Financing - Other / Unknown - Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,Construction Financing,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Wood Partners,Wood Partners,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,,$31; $31,$31,,,,,,,,,67,Useful Deal Signal,Capital market signal,Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,Connect CRE,https://www.connectcre.com/stories/eastern-bank-leads-financing-for-wood-partners-first-rhode-island-project/,100,DFP-6A50E8F442,70,Construction Financing - Construction Financing - Other / Unknown - Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,Construction Financing - Wood Partners - Other / Unknown,DCL-20260525-017,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0049,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,80,2026-05-25 23:02:12,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal,Senior Housing,Senior Housing,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$252M; $252M; $252.1 million,$252M,,,,,,,,,66,Useful Deal Signal,Capital market signal,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,85,DFP-0B566E6C3C,75,General Project Signal - General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - Unknown - California,DCL-20260525-018,1
2026-05-25,20260525-230212-45b2fe12,PRJ-20260525-0077,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,2026-05-25 23:02:12,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Construction Financing,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$91.8M; $91.8M; $91.8 million,$91.8M,,,,,,,,,65,Useful Deal Signal,Capital market signal,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,100,DFP-3213D240BF,65,Construction Financing - Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Construction Financing - Unknown - Sun Belt,DCL-20260525-019,1
