run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,AvalonBay,National,Apartment,2026-05-24,2026-05-27,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,AvalonBay,National; New York,Apartment,2026-05-25,2026-05-26,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,Southeast,General Residential,2026-05-20,2026-05-27,3,0,60,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,California,Multifamily,2026-05-25,2026-05-26,3,0,60,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,California,General Residential,2026-05-20,2026-05-21,3,0,60,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,California,California,Mixed-Use Residential,2026-05-19,2026-05-27,3,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Equity Residential,National; New York,Apartment,2026-05-25,2026-05-26,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Equity Residential,California; National,Apartment,2026-05-21,2026-05-23,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Equity Residential,National,Apartment,2026-05-24,2026-05-27,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Fannie Mae,National,Apartment,2026-05-25,2026-05-26,3,0,60,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,PMG,Sun Belt,Apartment,2026-05-19,2026-05-20,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Southeast,Southeast,General Residential,2026-05-20,2026-05-27,3,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Texas,Texas,Senior Housing,2026-05-25,2026-05-26,3,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,equity residential,New York,Apartment,2026-05-25,2026-05-26,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,equity residential,California,Apartment,2026-05-21,2026-05-23,3,0,0,60,0,0,Fading,No Clear Stress,Capital flow fading,36
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Berkadia,Other / Unknown,Apartment,2026-05-20,2026-05-20,2,0,40,0,0,1,Fading,No Clear Stress,Capital flow fading,34
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Freddie Mac,Other / Unknown,Affordable Housing,2026-05-20,2026-05-28,2,0,40,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,34
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,northmarq,Texas,Apartment,2026-05-27,2026-05-27,2,0,40,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,34
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,BGO,Sun Belt,General Residential,2026-05-20,2026-05-20,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Blackstone,National; New York; Sun Belt,General Residential,2026-05-26,2026-05-27,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,Blackstone,National,Affordable Housing,2026-05-26,2026-05-27,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,California,Apartment,2026-05-21,2026-05-27,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,Arizona,General Residential,2026-05-26,2026-05-27,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,National,BTR / Single-Family Rental,2026-05-26,2026-05-27,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,Sun Belt,General Residential,2026-05-20,2026-05-20,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Carmel Partners,New York,Multifamily,2026-05-20,2026-05-20,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Florida,Florida,Affordable Housing,2026-05-26,2026-05-27,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Freddie Mac,Other / Unknown,Student Housing,2026-05-20,2026-05-21,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Harbor Group International,National,Multifamily,2026-05-27,2026-05-28,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Hines,New York,Apartment,2026-05-20,2026-05-20,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Workforce Housing,2026-05-20,2026-05-21,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Quarterra,Seattle,Apartment,2026-05-20,2026-05-20,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,Related Companies,Southeast,Apartment,2026-05-26,2026-05-27,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Southeast,Southeast,Mixed-Use Residential,2026-05-20,2026-05-20,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Southeast,Southeast,Student Housing,2026-05-26,2026-05-27,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Sun Belt,Sun Belt,Workforce Housing,2026-05-20,2026-05-20,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Sun Belt,Sun Belt,Office-to-Residential Conversion,2026-05-19,2026-05-28,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Texas,Texas,Multifamily,2026-05-20,2026-05-20,2,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,UDR,New York,Multifamily,2026-05-20,2026-05-20,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,ares,Sun Belt,General Residential,2026-05-26,2026-05-27,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,New York,Apartment,2026-05-26,2026-05-27,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,essex,Other / Unknown,Apartment,2026-05-26,2026-05-27,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,udr,New York,Multifamily,2026-05-20,2026-05-20,2,0,0,40,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,walker & dunlop,Sun Belt,General Residential,2026-05-20,2026-05-20,2,0,40,0,0,0,Fading,No Clear Stress,Capital flow fading,24
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Fannie Mae,Other / Unknown,Apartment,2026-05-20,2026-05-20,1,0,20,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Fannie Mae,Other / Unknown,Affordable Housing,2026-05-21,2026-05-21,1,0,20,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Florida,Florida,Senior Housing,2026-05-20,2026-05-20,1,0,0,0,0,1,Fading,No Clear Stress,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Freddie Mac,Other / Unknown,Apartment,2026-05-27,2026-05-27,1,0,20,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Freddie Mac,National,Multifamily,2026-05-29,2026-05-29,1,0,20,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,JLL,New York,Multifamily,2026-05-19,2026-05-19,1,0,20,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,Other / Unknown,General Residential,2026-05-27,2026-05-27,1,0,20,0,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,hines,New York,Multifamily,2026-05-19,2026-05-19,1,0,0,20,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,hines,Other / Unknown,General Residential,2026-05-27,2026-05-27,1,0,0,20,1,0,Fading,Monitor Debt Conditions,Capital flow fading,22
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Berkadia,New York,Apartment,2026-05-21,2026-05-21,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Blackstone,New York; Other / Unknown; Sun Belt,General Residential,2026-05-27,2026-05-27,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,Blackstone,Other / Unknown,General Residential,2026-05-27,2026-05-27,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Brookfield,National; Other / Unknown,Apartment,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,Brookfield,Other / Unknown,Apartment,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,CBRE,Sun Belt,Multifamily,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,California,California,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Camden Property Trust,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Camden Property Trust,Southeast,Apartment,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Fannie Mae,Arizona,BTR / Single-Family Rental,2026-05-22,2026-05-22,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Florida,Florida,Student Housing,2026-05-22,2026-05-22,1,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,Freddie Mac,New York,Affordable Housing,2026-05-20,2026-05-20,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Greystar,Other / Unknown,Apartment,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,High Street Residential,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,High Street Residential,Southeast,Apartment,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Hines,Other / Unknown,General Residential,2026-05-27,2026-05-27,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Hines,New York,Multifamily,2026-05-19,2026-05-19,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,JLL,Other / Unknown,General Residential,2026-05-20,2026-05-20,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,JLL,California,Mixed-Use Residential,2026-05-27,2026-05-27,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,JLL,Los Angeles,Apartment,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,JLL,Sun Belt,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,JLL,Arizona,General Residential,2026-05-21,2026-05-21,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,JPI,Sun Belt,Mixed-Use Residential,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Quarterra,Los Angeles,Apartment,2026-05-19,2026-05-19,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Institutional Capital Flow,Related Companies,New York,Apartment,2026-05-20,2026-05-20,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,Related Companies,California,Affordable Housing,2026-05-24,2026-05-24,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,Related Companies,New York,Apartment,2026-05-20,2026-05-20,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Seattle,Seattle,General Residential,2026-05-27,2026-05-27,1,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Southeast,Southeast,Office-to-Residential Conversion,2026-05-28,2026-05-28,1,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Sun Belt,Sun Belt,Senior Housing,2026-05-21,2026-05-21,1,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Market-Level Capital Concentration,Texas,Texas,Student Housing,2026-05-28,2026-05-28,1,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,ares,Florida,Student Housing,2026-05-22,2026-05-22,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,camden,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Capital Partner,camden,Southeast,Apartment,2026-05-21,2026-05-21,1,0,0,20,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,Sun Belt,General Residential,2026-05-20,2026-05-20,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,California,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,Seattle,General Residential,2026-05-27,2026-05-27,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,cushman,California,Mixed-Use Residential,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,northmarq,Other / Unknown,Apartment,2026-05-27,2026-05-27,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,northmarq,Sun Belt,General Residential,2026-05-21,2026-05-21,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,walker & dunlop,Los Angeles,Mixed-Use Residential,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
2026-06-01,20260601-003555-0e25506b,2026-06-01 00:35:55,Recurring Lender,walker & dunlop,Other / Unknown,Affordable Housing,2026-05-19,2026-05-19,1,0,20,0,0,0,Fading,No Clear Stress,Capital flow fading,12
